role_search,title,company,location,area,created,description,category,contract_type,contract_time,salary_min,salary_max,redirect_url,country,region,city,has_sql,has_excel,has_python,has_r_,has_power_bi,has_tableau,has_azure,has_aws,salary_avg,years_exp,has_r_programming
junior analyst,Junior Insight Analyst,NielsenIQ,"Oxford, Oxfordshire","['UK', 'South East England', 'Oxfordshire', 'Oxford']",2025-11-19T03:01:24Z,"Job Description JUNIOR INSIGHT ANALYST Oxford/Hybrid - Customer Success Team ABOUT THIS JOB Our Analysts are vital to NielsenIQ’s success. They work every day with our client base, which includes most of the major brands you see in the supermarket. We also work with most of the supermarkets and other retailers where you’ll find these products. If you saw it the last time you did your weekly shop, they’re probably a NielsenIQ client, as is the shop. They all rely on our people. Our clients come …",Retail Jobs,,,35559.17,35559.17,https://www.adzuna.co.uk/jobs/details/5502724683?utm_medium=api&utm_source=ca4e041d,UK,South East England,Oxford,False,False,False,True,False,False,False,False,35559.17,,False
junior analyst,Junior Business Analyst Training Course (Southwark),ITonlinelearning Recruitment,"Camberwell, South East London","['UK', 'London', 'South East London', 'Camberwell']",2025-09-04T13:08:14Z,"Trainee Business Analyst Programme Job Guarantee Included Complete online training designed to take you from zero experience to your first Business Analyst role. Study part-time, build fundamental skills, and get dedicated job placement support until you're hired. Flexible financing options available, with payment plans starting from as low as 142 per month. The Programme Complete this 8-10 week online training with just 2 hours per day of study time. You will learn industry-recognised methodol…",IT Jobs,,part_time,43252.21,43252.21,https://www.adzuna.co.uk/jobs/land/ad/5382905785?se=SrFKRIvF8BGuupIycgpbPA&utm_medium=api&utm_source=ca4e041d&v=FEB5AD6B4773CE462387E17A7320297A99C0273D,UK,London,Camberwell,False,False,False,True,False,False,False,False,43252.21,,False
junior analyst,Junior Business Analyst Training Programme (Southampton),ITonlinelearning Recruitment,"Ocean Village, Southampton","['UK', 'South East England', 'Hampshire', 'Southampton', 'Ocean Village']",2025-09-04T10:07:04Z,"Trainee Business Analyst Programme Job Guarantee Included Complete online training designed to take you from zero experience to your first Business Analyst role. Study part-time, build fundamental skills, and get dedicated job placement support until you're hired. Flexible financing options available, with payment plans starting from as low as 142 per month. The Programme Complete this 8-10 week online training with just 2 hours per day of study time. You will learn industry-recognised methodol…",IT Jobs,,part_time,33001.91,33001.91,https://www.adzuna.co.uk/jobs/land/ad/5382712848?se=SrFKRIvF8BGuupIycgpbPA&utm_medium=api&utm_source=ca4e041d&v=E6AEAAB6C8CE26F3FC0DEAA15621573D6AEACC07,UK,South East England,Ocean Village,False,False,False,True,False,False,False,False,33001.91,,False
junior analyst,Junior Business Analyst Training Programme (Wandsworth),ITonlinelearning Recruitment,"Wandsworth, South West London","['UK', 'London', 'South West London', 'Wandsworth']",2025-09-04T10:07:05Z,"Trainee Business Analyst Programme Job Guarantee Included Complete online training designed to take you from zero experience to your first Business Analyst role. Study part-time, build fundamental skills, and get dedicated job placement support until you're hired. Flexible financing options available, with payment plans starting from as low as 142 per month. The Programme Complete this 8-10 week online training with just 2 hours per day of study time. You will learn industry-recognised methodol…",IT Jobs,,part_time,35373.04,35373.04,https://www.adzuna.co.uk/jobs/land/ad/5382712882?se=SrFKRIvF8BGuupIycgpbPA&utm_medium=api&utm_source=ca4e041d&v=4DBB72F6CEB4F7A18B72B658C472557576FF8466,UK,London,Wandsworth,False,False,False,True,False,False,False,False,35373.04,,False
junior analyst,Junior Business Analyst Certification Program (Birmingham),ITonlinelearning Recruitment,"Ladywood, Birmingham","['UK', 'West Midlands', 'Birmingham', 'Ladywood']",2025-09-04T13:08:14Z,"Trainee Business Analyst Programme Job Guarantee Included Complete online training designed to take you from zero experience to your first Business Analyst role. Study part-time, build fundamental skills, and get dedicated job placement support until you're hired. Flexible financing options available, with payment plans starting from as low as 142 per month. The Programme Complete this 8-10 week online training with just 2 hours per day of study time. You will learn industry-recognised methodol…",IT Jobs,,part_time,39351.97,39351.97,https://www.adzuna.co.uk/jobs/land/ad/5382905760?se=SrFKRIvF8BGuupIycgpbPA&utm_medium=api&utm_source=ca4e041d&v=31A6BCF710785529F0D937672A2A842D899FA489,UK,West Midlands,Ladywood,False,False,False,True,False,False,False,False,39351.97,,False
junior analyst,Junior Business Analyst Career Pathway (Hounslow),ITonlinelearning Recruitment,"Cranford, Hounslow","['UK', 'London', 'Hounslow', 'Cranford']",2025-09-04T13:08:15Z,"Trainee Business Analyst Programme Job Guarantee Included Complete online training designed to take you from zero experience to your first Business Analyst role. Study part-time, build fundamental skills, and get dedicated job placement support until you're hired. Flexible financing options available, with payment plans starting from as low as 142 per month. The Programme Complete this 8-10 week online training with just 2 hours per day of study time. You will learn industry-recognised methodol…",IT Jobs,,part_time,41585.61,41585.61,https://www.adzuna.co.uk/jobs/land/ad/5382905938?se=SrFKRIvF8BGuupIycgpbPA&utm_medium=api&utm_source=ca4e041d&v=2B692AC80078EDB2A8408ABFB9AC630F4F8460C0,UK,London,Cranford,False,False,False,True,False,False,False,False,41585.61,,False
junior analyst,Junior Business Analyst Training Program (Blackburn),ITonlinelearning Recruitment,"Ramsgreave, Blackburn","['UK', 'North West England', 'Lancashire', 'Blackburn', 'Ramsgreave']",2025-09-04T13:08:15Z,"Trainee Business Analyst Programme Job Guarantee Included Complete online training designed to take you from zero experience to your first Business Analyst role. Study part-time, build fundamental skills, and get dedicated job placement support until you're hired. Flexible financing options available, with payment plans starting from as low as 142 per month. The Programme Complete this 8-10 week online training with just 2 hours per day of study time. You will learn industry-recognised methodol…",IT Jobs,,part_time,38030.64,38030.64,https://www.adzuna.co.uk/jobs/land/ad/5382906014?se=SrFKRIvF8BGuupIycgpbPA&utm_medium=api&utm_source=ca4e041d&v=AB6218C4B481AAAC355168745DE46B3E19A7B4DE,UK,North West England,Ramsgreave,False,False,False,True,False,False,False,False,38030.64,,False
junior analyst,Junior Business Analyst Development Pathway (Peterborough),ITonlinelearning Recruitment,"Woodston, Peterborough","['UK', 'Eastern England', 'Peterborough', 'Woodston']",2025-09-04T15:08:47Z,"Trainee Business Analyst Programme Job Guarantee Included Complete online training designed to take you from zero experience to your first Business Analyst role. Study part-time, build fundamental skills, and get dedicated job placement support until you're hired. Flexible financing options available, with payment plans starting from as low as 142 per month. The Programme Complete this 8-10 week online training with just 2 hours per day of study time. You will learn industry-recognised methodol…",IT Jobs,,part_time,33906.93,33906.93,https://www.adzuna.co.uk/jobs/land/ad/5383039406?se=SrFKRIvF8BGuupIycgpbPA&utm_medium=api&utm_source=ca4e041d&v=7767FD8B92AD068928503C2991CA1B64779731E3,UK,Eastern England,Woodston,False,False,False,True,False,False,False,False,33906.93,,False
junior analyst,Junior Business Analyst Training Course (Newport),ITonlinelearning Recruitment,"Mynyddislwyn, Newport","['UK', 'Wales', 'Newport', 'Mynyddislwyn']",2025-09-04T15:08:48Z,"Trainee Business Analyst Programme Job Guarantee Included Complete online training designed to take you from zero experience to your first Business Analyst role. Study part-time, build fundamental skills, and get dedicated job placement support until you're hired. Flexible financing options available, with payment plans starting from as low as 142 per month. The Programme Complete this 8-10 week online training with just 2 hours per day of study time. You will learn industry-recognised methodol…",IT Jobs,,part_time,37176.63,37176.63,https://www.adzuna.co.uk/jobs/land/ad/5383039420?se=SrFKRIvF8BGuupIycgpbPA&utm_medium=api&utm_source=ca4e041d&v=E73F6E05022486E0EF4164639D63E18566BC18B6,UK,Wales,Mynyddislwyn,False,False,False,True,False,False,False,False,37176.63,,False
junior analyst,Junior Business Analyst Training Programme (Plymouth),ITonlinelearning Recruitment,"Stonehouse, Plymouth","['UK', 'South West England', 'Plymouth', 'Stonehouse']",2025-09-04T10:07:04Z,"Trainee Business Analyst Programme Job Guarantee Included Complete online training designed to take you from zero experience to your first Business Analyst role. Study part-time, build fundamental skills, and get dedicated job placement support until you're hired. Flexible financing options available, with payment plans starting from as low as 142 per month. The Programme Complete this 8-10 week online training with just 2 hours per day of study time. You will learn industry-recognised methodol…",IT Jobs,,part_time,36521.56,36521.56,https://www.adzuna.co.uk/jobs/land/ad/5382712837?se=SrFKRIvF8BGuupIycgpbPA&utm_medium=api&utm_source=ca4e041d&v=5E194F07BF71FA42624ECC2BC7719226F1D31792,UK,South West England,Stonehouse,False,False,False,True,False,False,False,False,36521.56,,False
junior analyst,Junior Business Analyst Training Programme (Enfield),ITonlinelearning Recruitment,"The Ridgeway, Enfield","['UK', 'London', 'Enfield', 'The Ridgeway']",2025-09-04T13:08:15Z,"Trainee Business Analyst Programme Job Guarantee Included Complete online training designed to take you from zero experience to your first Business Analyst role. Study part-time, build fundamental skills, and get dedicated job placement support until you're hired. Flexible financing options available, with payment plans starting from as low as 142 per month. The Programme Complete this 8-10 week online training with just 2 hours per day of study time. You will learn industry-recognised methodol…",IT Jobs,,part_time,34564.17,34564.17,https://www.adzuna.co.uk/jobs/land/ad/5382905911?se=SrFKRIvF8BGuupIycgpbPA&utm_medium=api&utm_source=ca4e041d&v=3C7985CEA03EEF92C02BD860291C4F9EC310388A,UK,London,The Ridgeway,False,False,False,True,False,False,False,False,34564.17,,False
junior analyst,Junior Business Analyst Training Programme (Grimsby),ITonlinelearning Recruitment,"Scartho, Grimsby","['UK', 'Yorkshire And The Humber', 'North East Lincolnshire', 'Grimsby', 'Scartho']",2025-09-04T10:07:04Z,"Trainee Business Analyst Programme Job Guarantee Included Complete online training designed to take you from zero experience to your first Business Analyst role. Study part-time, build fundamental skills, and get dedicated job placement support until you're hired. Flexible financing options available, with payment plans starting from as low as 142 per month. The Programme Complete this 8-10 week online training with just 2 hours per day of study time. You will learn industry-recognised methodol…",IT Jobs,,part_time,36982.92,36982.92,https://www.adzuna.co.uk/jobs/land/ad/5382712865?se=SrFKRIvF8BGuupIycgpbPA&utm_medium=api&utm_source=ca4e041d&v=E302055BE0A72E6BC5F3B54A6A7FB9D7EA4EE255,UK,Yorkshire And The Humber,Scartho,False,False,False,True,False,False,False,False,36982.92,,False
junior analyst,Junior Business Analyst Training Programme (Crawley),ITonlinelearning Recruitment,"Lowfield Heath, Crawley","['UK', 'South East England', 'West Sussex', 'Crawley', 'Lowfield Heath']",2025-09-04T17:17:02Z,"Trainee Business Analyst Programme Job Guarantee Included Complete online training designed to take you from zero experience to your first Business Analyst role. Study part-time, build fundamental skills, and get dedicated job placement support until you're hired. Flexible financing options available, with payment plans starting from as low as 142 per month. The Programme Complete this 8-10 week online training with just 2 hours per day of study time. You will learn industry-recognised methodol…",IT Jobs,,part_time,32369.58,32369.58,https://www.adzuna.co.uk/jobs/land/ad/5383167113?se=DnvKRYvF8BGuupIycgpbPA&utm_medium=api&utm_source=ca4e041d&v=D37955F217B500F5866BACB332ACDC897C40856E,UK,South East England,Lowfield Heath,False,False,False,True,False,False,False,False,32369.58,,False
junior analyst,Junior Business Analyst Career Accelerator (Newham),ITonlinelearning Recruitment,"East Ham, East London","['UK', 'London', 'East London', 'East Ham']",2025-09-04T13:08:15Z,"Trainee Business Analyst Programme Job Guarantee Included Complete online training designed to take you from zero experience to your first Business Analyst role. Study part-time, build fundamental skills, and get dedicated job placement support until you're hired. Flexible financing options available, with payment plans starting from as low as 142 per month. The Programme Complete this 8-10 week online training with just 2 hours per day of study time. You will learn industry-recognised methodol…",IT Jobs,,part_time,35761.93,35761.93,https://www.adzuna.co.uk/jobs/land/ad/5382905909?se=DnvKRYvF8BGuupIycgpbPA&utm_medium=api&utm_source=ca4e041d&v=DF9476A686FC78B255317A4558562C0ED73EA01F,UK,London,East Ham,False,False,False,True,False,False,False,False,35761.93,,False
junior analyst,Junior Business Analyst Training Course (Bournemouth),ITonlinelearning Recruitment,"Westbourne, Bournemouth","['UK', 'South West England', 'Dorset', 'Bournemouth', 'Westbourne']",2025-09-04T15:08:47Z,"Trainee Business Analyst Programme Job Guarantee Included Complete online training designed to take you from zero experience to your first Business Analyst role. Study part-time, build fundamental skills, and get dedicated job placement support until you're hired. Flexible financing options available, with payment plans starting from as low as 142 per month. The Programme Complete this 8-10 week online training with just 2 hours per day of study time. You will learn industry-recognised methodol…",IT Jobs,,part_time,40967.41,40967.41,https://www.adzuna.co.uk/jobs/land/ad/5383039396?se=DnvKRYvF8BGuupIycgpbPA&utm_medium=api&utm_source=ca4e041d&v=8277CEAAF69B410A44C2926346F549243AC08021,UK,South West England,Westbourne,False,False,False,True,False,False,False,False,40967.41,,False
junior analyst,Junior Business Analyst Training Programme (Coventry),ITonlinelearning Recruitment,"Baginton, Coventry","['UK', 'West Midlands', 'Coventry', 'Baginton']",2025-09-04T10:07:04Z,"Trainee Business Analyst Programme Job Guarantee Included Complete online training designed to take you from zero experience to your first Business Analyst role. Study part-time, build fundamental skills, and get dedicated job placement support until you're hired. Flexible financing options available, with payment plans starting from as low as 142 per month. The Programme Complete this 8-10 week online training with just 2 hours per day of study time. You will learn industry-recognised methodol…",IT Jobs,,part_time,34112.85,34112.85,https://www.adzuna.co.uk/jobs/land/ad/5382712859?se=DnvKRYvF8BGuupIycgpbPA&utm_medium=api&utm_source=ca4e041d&v=F82F0D02D05532C4C2643338C075CC3712D9716D,UK,West Midlands,Baginton,False,False,False,True,False,False,False,False,34112.85,,False
junior analyst,Junior Business Analyst Training Programme (Warrington),ITonlinelearning Recruitment,"Bewsey, Warrington","['UK', 'North West England', 'Cheshire', 'Warrington', 'Bewsey']",2025-09-04T13:08:15Z,"Trainee Business Analyst Programme Job Guarantee Included Complete online training designed to take you from zero experience to your first Business Analyst role. Study part-time, build fundamental skills, and get dedicated job placement support until you're hired. Flexible financing options available, with payment plans starting from as low as 142 per month. The Programme Complete this 8-10 week online training with just 2 hours per day of study time. You will learn industry-recognised methodol…",IT Jobs,,part_time,34467.89,34467.89,https://www.adzuna.co.uk/jobs/land/ad/5382906011?se=DnvKRYvF8BGuupIycgpbPA&utm_medium=api&utm_source=ca4e041d&v=DE9FB1FE05AB0D4BDEA1930DE3285523D221873C,UK,North West England,Bewsey,False,False,False,True,False,False,False,False,34467.89,,False
junior analyst,Junior Business Analyst Training Programme (Merton),ITonlinelearning Recruitment,"Wimbledon, South West London","['UK', 'London', 'South West London', 'Wimbledon']",2025-09-04T10:07:05Z,"Trainee Business Analyst Programme Job Guarantee Included Complete online training designed to take you from zero experience to your first Business Analyst role. Study part-time, build fundamental skills, and get dedicated job placement support until you're hired. Flexible financing options available, with payment plans starting from as low as 142 per month. The Programme Complete this 8-10 week online training with just 2 hours per day of study time. You will learn industry-recognised methodol…",IT Jobs,,part_time,34997.56,34997.56,https://www.adzuna.co.uk/jobs/land/ad/5382712920?se=DnvKRYvF8BGuupIycgpbPA&utm_medium=api&utm_source=ca4e041d&v=D7FA099475D94A5E2499386D7DDD5B471BE17DCC,UK,London,Wimbledon,False,False,False,True,False,False,False,False,34997.56,,False
junior analyst,Junior Business Analyst Career Accelerator (Barnet),ITonlinelearning Recruitment,"Friern Barnet, North London","['UK', 'London', 'North London', 'Friern Barnet']",2025-09-04T10:07:04Z,"Trainee Business Analyst Programme Job Guarantee Included Complete online training designed to take you from zero experience to your first Business Analyst role. Study part-time, build fundamental skills, and get dedicated job placement support until you're hired. Flexible financing options available, with payment plans starting from as low as 142 per month. The Programme Complete this 8-10 week online training with just 2 hours per day of study time. You will learn industry-recognised methodol…",IT Jobs,,part_time,35675.61,35675.61,https://www.adzuna.co.uk/jobs/land/ad/5382712850?se=DnvKRYvF8BGuupIycgpbPA&utm_medium=api&utm_source=ca4e041d&v=3559BF63A580FA9753FCD7D628F05F71CCDDE57C,UK,London,Friern Barnet,False,False,False,True,False,False,False,False,35675.61,,False
junior analyst,Junior Business Analyst Training (Waltham Forest),ITonlinelearning Recruitment,"Waltham Forest, East London","['UK', 'London', 'East London', 'Waltham Forest']",2025-09-04T15:08:47Z,"Trainee Business Analyst Programme Job Guarantee Included Complete online training designed to take you from zero experience to your first Business Analyst role. Study part-time, build fundamental skills, and get dedicated job placement support until you're hired. Flexible financing options available, with payment plans starting from as low as 142 per month. The Programme Complete this 8-10 week online training with just 2 hours per day of study time. You will learn industry-recognised methodol…",IT Jobs,,part_time,37523.6,37523.6,https://www.adzuna.co.uk/jobs/land/ad/5383039377?se=DnvKRYvF8BGuupIycgpbPA&utm_medium=api&utm_source=ca4e041d&v=B3499A8C3C6E90BFE367AE1A5F5BCE20E3E0AEF0,UK,London,Waltham Forest,False,False,False,True,False,False,False,False,37523.6,,False
junior analyst,Junior Business Analyst Training Programme (Oxford),ITonlinelearning Recruitment,"South Hinksey, Oxford","['UK', 'South East England', 'Oxfordshire', 'Oxford', 'South Hinksey']",2025-09-04T17:17:01Z,"Trainee Business Analyst Programme Job Guarantee Included Complete online training designed to take you from zero experience to your first Business Analyst role. Study part-time, build fundamental skills, and get dedicated job placement support until you're hired. Flexible financing options available, with payment plans starting from as low as 142 per month. The Programme Complete this 8-10 week online training with just 2 hours per day of study time. You will learn industry-recognised methodol…",IT Jobs,,part_time,34221.36,34221.36,https://www.adzuna.co.uk/jobs/land/ad/5383166998?se=DnvKRYvF8BGuupIycgpbPA&utm_medium=api&utm_source=ca4e041d&v=80DD19B742B85D57AD78D23B2C9D17605EDDCFE6,UK,South East England,South Hinksey,False,False,False,True,False,False,False,False,34221.36,,False
junior analyst,Junior Business Analyst Training Program (Dundee),ITonlinelearning Recruitment,UK,['UK'],2025-09-04T17:17:01Z,"Trainee Business Analyst Programme Job Guarantee Included Complete online training designed to take you from zero experience to your first Business Analyst role. Study part-time, build fundamental skills, and get dedicated job placement support until you're hired. Flexible financing options available, with payment plans starting from as low as 142 per month. The Programme Complete this 8-10 week online training with just 2 hours per day of study time. You will learn industry-recognised methodol…",IT Jobs,,part_time,37707.05,37707.05,https://www.adzuna.co.uk/jobs/land/ad/5383166997?se=DnvKRYvF8BGuupIycgpbPA&utm_medium=api&utm_source=ca4e041d&v=0807313451DFE346AF7021849BB81C4E9B858842,UK,UK,,False,False,False,True,False,False,False,False,37707.05,,False
junior analyst,Junior Business Analyst Career Kickstart (Liverpool),ITonlinelearning Recruitment,"Low Hill, Liverpool","['UK', 'North West England', 'Merseyside', 'Liverpool', 'Low Hill']",2025-09-04T15:08:47Z,"Trainee Business Analyst Programme Job Guarantee Included Complete online training designed to take you from zero experience to your first Business Analyst role. Study part-time, build fundamental skills, and get dedicated job placement support until you're hired. Flexible financing options available, with payment plans starting from as low as 142 per month. The Programme Complete this 8-10 week online training with just 2 hours per day of study time. You will learn industry-recognised methodol…",IT Jobs,,part_time,29011.23,29011.23,https://www.adzuna.co.uk/jobs/land/ad/5383039357?se=DnvKRYvF8BGuupIycgpbPA&utm_medium=api&utm_source=ca4e041d&v=516F08D57E2B0CAC24E95D6ED617555558D07F35,UK,North West England,Low Hill,False,False,False,True,False,False,False,False,29011.23,,False
junior analyst,Junior Business Analyst,Elite Hiring Solution,"Little Ilford, East London","['UK', 'London', 'East London', 'Little Ilford']",2025-11-05T15:49:48Z,"Our client, a forward-thinking consultancy firm, is seeking a Junior Business Analyst to join their growing team. This is an excellent opportunity for individuals who enjoy problem-solving, communicating with diverse teams, and helping organisations improve the way they work. As a Junior Business Analyst, you will act as a key link between business stakeholders and technical teams — translating ideas and requirements into actionable solutions. You’ll gain exposure to live projects, business pro…",IT Jobs,,full_time,26000.0,33000.0,https://www.adzuna.co.uk/jobs/land/ad/5482368619?se=DnvKRYvF8BGuupIycgpbPA&utm_medium=api&utm_source=ca4e041d&v=950E0D1BA5C07EA9A9CDE2B56BF08EDAFE9B0073,UK,London,Little Ilford,False,True,False,True,False,False,False,False,29500.0,,False
junior analyst,Junior Business Analyst,Elite Hiring Solution,"Harlington, Hayes","['UK', 'London', 'Hayes', 'Harlington']",2025-11-05T15:49:35Z,"Our client, a forward-thinking consultancy firm, is seeking a Junior Business Analyst to join their growing team. This is an excellent opportunity for individuals who enjoy problem-solving, communicating with diverse teams, and helping organisations improve the way they work. As a Junior Business Analyst, you will act as a key link between business stakeholders and technical teams — translating ideas and requirements into actionable solutions. You’ll gain exposure to live projects, business pro…",IT Jobs,,full_time,26000.0,33000.0,https://www.adzuna.co.uk/jobs/land/ad/5482368314?se=DnvKRYvF8BGuupIycgpbPA&utm_medium=api&utm_source=ca4e041d&v=ABE4D51E0ACD1C8608078FE4CE38AA010888B55E,UK,London,Harlington,False,True,False,True,False,False,False,False,29500.0,,False
junior analyst,Junior Business Analyst,Elite Hiring Solution,"Wembley, North West London","['UK', 'London', 'North West London', 'Wembley']",2025-11-05T15:50:06Z,"Our client, a forward-thinking consultancy firm, is seeking a Junior Business Analyst to join their growing team. This is an excellent opportunity for individuals who enjoy problem-solving, communicating with diverse teams, and helping organisations improve the way they work. As a Junior Business Analyst, you will act as a key link between business stakeholders and technical teams — translating ideas and requirements into actionable solutions. You’ll gain exposure to live projects, business pro…",IT Jobs,,full_time,26000.0,33000.0,https://www.adzuna.co.uk/jobs/land/ad/5482368771?se=DnvKRYvF8BGuupIycgpbPA&utm_medium=api&utm_source=ca4e041d&v=64A83069B1DDB005FBA4B12AB43902B9679913C7,UK,London,Wembley,False,True,False,True,False,False,False,False,29500.0,,False
junior analyst,Junior Business Analyst,Elite Hiring Solution,"Farringdon, Central London","['UK', 'London', 'Central London', 'Farringdon']",2025-11-05T15:50:09Z,"Our client, a forward-thinking consultancy firm, is seeking a Junior Business Analyst to join their growing team. This is an excellent opportunity for individuals who enjoy problem-solving, communicating with diverse teams, and helping organisations improve the way they work. As a Junior Business Analyst, you will act as a key link between business stakeholders and technical teams — translating ideas and requirements into actionable solutions. You’ll gain exposure to live projects, business pro…",IT Jobs,,full_time,26000.0,33000.0,https://www.adzuna.co.uk/jobs/land/ad/5482368790?se=DnvKRYvF8BGuupIycgpbPA&utm_medium=api&utm_source=ca4e041d&v=DF448BAC38B30B180C499746E61426ABAC7A7241,UK,London,Farringdon,False,True,False,True,False,False,False,False,29500.0,,False
junior analyst,Junior PMO Analyst,UBL UK ,"London, UK","['UK', 'London']",2025-11-18T15:54:15Z,"We are currently looking for a Junior PMO Analyst to join our vibrant and busy team in Mayfair, a centre of innovation and excellence in banking and finance. This is your chance to be part of a forward-thinking organisation that values dedication and professional development. Hours of Work: full time As a Junior PMO Analyst, you will support project teams by collecting, organising, and maintaining project data. You will assist with preparing reports, tracking milestones, and ensuring smooth com…",IT Jobs,permanent,full_time,30509.64,30509.64,https://www.adzuna.co.uk/jobs/details/5501815742?utm_medium=api&utm_source=ca4e041d,UK,London,London,False,True,False,True,False,False,False,False,30509.64,,False
junior analyst,Junior Business Analyst,First Recruitment Services,"Shoreham-By-Sea, West Sussex","['UK', 'South East England', 'West Sussex', 'Shoreham-By-Sea']",2025-11-03T13:41:08Z,"We have a new opportunity for a Junior Business Analyst to join a software company based in Shoreham-by-Sea. This is a fantastic opportunity for someone early in their career who’s passionate about business systems and analysis. You’ll work closely with Senior Business Consultants to gather and analyse requirements, helping to identify gaps and improve processes. The ideal candidate for the Junior Business Analyst will have some experience in business analysis (around 1–2 years), and a degree (…",IT Jobs,,full_time,30000.0,35000.0,https://www.adzuna.co.uk/jobs/land/ad/5478252560?se=DnvKRYvF8BGuupIycgpbPA&utm_medium=api&utm_source=ca4e041d&v=6A3D8B1B76F6E4529105FA379914E76AFE953442,UK,South East England,Shoreham-By-Sea,False,False,False,True,False,False,False,False,32500.0,2.0,False
junior analyst,Junior MI Analyst,DCBL,"Manor Park, Runcorn","['UK', 'North West England', 'Cheshire', 'Runcorn', 'Manor Park']",2025-10-22T00:43:47Z,"Junior MI Analyst Location: Office-Based, Runcorn We have a new and exciting opportunity available for a Junior MI Analyst to join our award-winning, rapidly expanding organisation. This is a full-time, permanent position based at our head office in Runcorn, Cheshire. In return, you will receive a competitive salary between £24,000 - £32,000 per annum depending on experience. There is also a benefits package in addition to your salary. DCBL , as exclusivity featured on the popular Channel 5 ser…",IT Jobs,permanent,full_time,24000.0,32000.0,https://www.adzuna.co.uk/jobs/details/5458171788?utm_medium=api&utm_source=ca4e041d,UK,North West England,Manor Park,False,False,False,True,False,False,False,False,28000.0,,False
junior analyst,Junior Investment Analyst,Talent Flow Partners,"London, UK","['UK', 'London']",2025-09-04T14:16:33Z,"Junior Investment Analyst Position Title: Junior Investment Analyst Reports To: Senior Analyst Location: London, United Kingdom (Hybrid-working flexibility) We are seeking an financial professional to act as a Junior Investment Analyst for a Law firm, performing financial modelling, portfolio reporting, legal research, and borrower relations. The ideal candidate will possess strong financial acumen, the ability to conduct in-depth credit and investment analysis. Key Responsibilities: Financial …",Accounting & Finance Jobs,,full_time,54834.98,54834.98,https://www.adzuna.co.uk/jobs/details/5382977735?utm_medium=api&utm_source=ca4e041d,UK,London,London,False,False,False,True,False,False,False,False,54834.98,,False
junior analyst,Junior Quant Analyst,The Opportunity Hub UK,"London, UK","['UK', 'London']",2025-11-15T23:39:45Z,Position: Junior Quantitative Analyst - Trading Location: London Compensation: Competitive salary  benefits About the Role An exceptional opportunity has emerged for a driven Junior Quant AnalystPosition: Junior Quantitative Analyst - Trading Location: London Compensation: Competitive salary  benefits About the Role An exceptional opportunity has emerged for a driven Junior Quant Analyst to join a market-leading quantitative trading firm. This position offers hands-on experience in developing a…,Accounting & Finance Jobs,permanent,,30000.0,50000.0,https://www.adzuna.co.uk/jobs/details/5498533632?utm_medium=api&utm_source=ca4e041d,UK,London,London,False,False,False,True,False,False,False,False,40000.0,,False
junior analyst,Junior Data Analyst,Manpower,"Bishopton, Renfrewshire","['UK', 'Scotland', 'Renfrewshire', 'Bishopton']",2025-11-11T22:43:57Z,"Junior Data Analyst Our Client manages customer-returned End of Lease computer hardware world-wide with the remit to accurately terminate leases & invoice customers accordingly. They also make available to Sales Teams a consistent supply of all types of hardware from tablets, notebooks & printers through to complex datacenters from all commercial vendors. The End of Lease Returns Team currently has a vacancy for a Junior Data Analyst and invites recent graduates to apply for this key back offic…",IT Jobs,,,0.0,27040.0,https://www.adzuna.co.uk/jobs/details/5491220634?utm_medium=api&utm_source=ca4e041d,UK,Scotland,Bishopton,False,False,False,True,False,False,False,False,13520.0,,False
junior analyst,Junior Data Analyst,Elite Hiring Solution,"Forest Gate, East London","['UK', 'London', 'East London', 'Forest Gate']",2025-11-05T15:49:45Z,"Our client, a leading organisation in the data and insights sector, is seeking a Junior Data Analyst to join their growing team. This is an exciting opportunity for individuals who are passionate about data and eager to start or develop a career in analytics. In this role, you will support data collection, cleaning, and analysis across various business areas, helping to produce actionable insights that drive strategic decisions. Working closely with senior analysts and managers, you’ll gain val…",IT Jobs,,full_time,25000.0,32000.0,https://www.adzuna.co.uk/jobs/land/ad/5482368541?se=DnvKRYvF8BGuupIycgpbPA&utm_medium=api&utm_source=ca4e041d&v=A82C0988287C106558EEECACD860971519E9A608,UK,London,Forest Gate,False,False,False,True,False,False,False,False,28500.0,,False
junior analyst,Junior Data Analyst,Elite Hiring Solution,"Farringdon, Central London","['UK', 'London', 'Central London', 'Farringdon']",2025-11-05T15:49:52Z,"Our client, a leading organisation in the data and insights sector, is seeking a Junior Data Analyst to join their growing team. This is an exciting opportunity for individuals who are passionate about data and eager to start or develop a career in analytics. In this role, you will support data collection, cleaning, and analysis across various business areas, helping to produce actionable insights that drive strategic decisions. Working closely with senior analysts and managers, you’ll gain val…",IT Jobs,,full_time,25000.0,32000.0,https://www.adzuna.co.uk/jobs/land/ad/5482368669?se=DnvKRYvF8BGuupIycgpbPA&utm_medium=api&utm_source=ca4e041d&v=8A3F0D2272BE6DC5D2ADF42E0FD8B3AA1FF72A37,UK,London,Farringdon,False,False,False,True,False,False,False,False,28500.0,,False
